"Protein"	"Organism"	"AA_1.Intensity"	"AA_2.Intensity"	"AA_3.Intensity"	"AB_1.Intensity"	"AB_2.Intensity"	"AG_1.Intensity"	"AG_2.Intensity"	"BA_1.Intensity"	"BA_2.Intensity"	"BA_3.Intensity"	"BB_2.Intensity"	"BB_3.Intensity"	"BG_1.Intensity"	"BG_2.Intensity"
"sp|Q9Y3P9|RBGP1_HUMAN"	"HUMAN"	346707.8	597352.5	673602.94	565300.9	690356.6	727173.25	436700.25	458716.7	650425.25	415818.2	706424.56	541623.44	762051.2	653536.44
"sp|Q9Y3Q3|TMED3_HUMAN"	"HUMAN"	41730.91	38455.97	37764.047	39510.035	42888.566	33479.746	36161.75	43750.44	0	0	32082.314	39719.605	40258.72	39651.023
"sp|Q9Y3Q8|T22D4_HUMAN"	"HUMAN"	1372328.4	1852508	1694660.9	1755058.2	1553758.8	1493106.5	1713851.8	1721789	1685173.4	1307248.8	1554902.8	1658965.5	1895670.6	1691155
"sp|Q9Y3S2|ZN330_HUMAN"	"HUMAN"	331130.8	553020.9	360757.72	411920.94	355029.06	370177.75	402687.38	414207.34	622602.2	568145.8	523564.8	493578.28	509773.62	569127.75
"sp|Q9Y3T6|R3HC1_HUMAN"	"HUMAN"	21930.83	74596.766	125538.266	0	0	91222.76	50739.652	149449.5	41635.97	139124.56	135905.14	30244.713	36134.98	84681.805
"sp|Q9Y3T9|NOC2L_HUMAN"	"HUMAN"	3766267.5	3510345.8	3633604	3905722.8	3221065.2	3438064.5	3139332	3732837.8	3604737.8	3179148.2	3388390.2	3524703	3493895.8	3586137.5
"sp|Q9Y3U8|RL36_HUMAN"	"HUMAN"	4582909.5	4645551	4272409.5	5162573	4621194.5	4286873.5	4127289.2	4314371	4016915.2	4388376.5	4262120	4469423.5	4468324	4460793
"sp|Q9Y3X0|CCDC9_HUMAN"	"HUMAN"	1188099.1	1133870	1142057.1	950688.9	959109.3	887575.2	1155757	1368545.2	1341158	1130698.1	1042311.8	1258874.6	1148473.5	1140554.8
"sp|Q9Y3Y2|CHTOP_HUMAN"	"HUMAN"	1817331.4	1698266.8	1656356	1711033	1720803.8	1861828.2	1734021.2	1812234.4	1738299	1728012.5	1815302	1740940.2	1736971.2	1798286.5
"sp|Q9Y3Z3|SAMH1_HUMAN"	"HUMAN"	840256.94	949871.06	984667.2	1176841.1	1165517.5	1291333.8	1218467.9	1397194.2	1161145.6	1155207.4	923321.1	885250.6	1191698	935782.2
"sp|Q9Y421|FA32A_HUMAN"	"HUMAN"	123337.1	124998.5	138656.84	128463.984	137346.25	124524.71	134716.33	134871.27	127031.6	127794.13	137602.72	152011.42	124075.21	136110.5
"sp|Q9Y446|PKP3_HUMAN"	"HUMAN"	2953429.2	2989561.2	3108403.5	2986043	2959277.5	3047814.2	3022406.8	3022983.5	3251937.5	2752964.2	3011390	2151815.8	3014130	3384748.2
"sp|Q9Y448|SKAP_HUMAN"	"HUMAN"	1239641.4	815177.6	855410.06	907029.56	815619.5	731066.75	1014265.94	1184649.9	1142729.6	973266.8	947165.9	1045437.5	1040196.1	1024480
"sp|Q9Y450|HBS1L_HUMAN"	"HUMAN"	3414742.8	3301290.5	3556549	3707655.8	3264958	3534273.8	3202160	3781158	3872651.5	3742090.5	3628331.2	3433148.5	3682641.2	3464455
"sp|Q9Y467|SALL2_HUMAN"	"HUMAN"	120301.47	55355.727	176860.7	140321.97	123755.08	53047.164	128646.66	160198.89	125635.05	127167.31	54642.52	127802.59	157778.03	56172.78
"sp|Q9Y478|AAKB1_HUMAN"	"HUMAN"	1584142	1521599	1481188.5	1944859.4	1681993.2	1916748.9	1780224.6	1839255	2002664	1573249.4	1660353.8	1648049.1	1872858.8	1701447.1
"sp|Q9Y483|MTF2_HUMAN"	"HUMAN"	182518.69	165055.62	229476.44	180316.38	180697.78	149477.9	180793.19	184143.72	198749.03	171857.86	171005.23	189139.73	145425.98	158027.88
"sp|Q9Y485|DMXL1_HUMAN"	"HUMAN"	633087.25	341959.7	429055.25	536004.25	635387.5	628296.06	728136.6	582794.9	442450.75	618299.4	547889.1	581135.56	701991.06	639243.2
"sp|Q9Y487|VPP2_HUMAN"	"HUMAN"	15531.877	142020.25	31405.078	194638.25	168532.64	33965.43	33965.457	75654.336	118829.5	200645.78	66102.46	36102.13	76295.03	197105.23
"sp|Q9Y490|TLN1_HUMAN"	"HUMAN"	42237976	43073244	43934540	43323996	42295404	43983920	41985320	45372308	46587430	47633484	43286896	41352252	45106984	44533844
"sp|Q9Y496|KIF3A_HUMAN"	"HUMAN"	90848.08	766845.44	210739.8	563047.9	778380.75	83726.71	661949.1	244224.25	830718.25	1087210.2	932950.94	1017308	878435.1	1016233.25
"sp|Q9Y4A5|TRRAP_HUMAN"	"HUMAN"	3306773.5	3721778.8	3272640.8	3710285.2	3514806	3697106.8	3436236.8	3417810.8	4089404.5	4213360	3681637	3964142.2	3492948.5	3511929
"sp|Q9Y4B4|ARIP4_HUMAN"	"HUMAN"	0	0	0	99065.03	41581.64	0	57153.742	84813.92	124839.664	0	47829.324	55502.016	43180.6	79737.766
"sp|Q9Y4B6|DCAF1_HUMAN"	"HUMAN"	1475712.2	1394945.5	1798174.9	1656542.8	1093541.8	1694583.4	1664222.8	1250539.5	1772276.4	1372198.4	1763029.4	1394210.8	1514281.5	1555670.8
"sp|Q9Y4C1|KDM3A_HUMAN"	"HUMAN"	805202.1	1029123.8	1211893.8	973106.4	1173066.5	947229.6	911758	520450.47	705301.4	1000684.9	796502.9	865251.5	696303.5	953645.7
"sp|Q9Y4C2|TCAF1_HUMAN"	"HUMAN"	983263.2	866980.75	861511.1	755929.2	762691.9	829809.7	1059932.9	749394.44	763642.6	846526.94	816143.7	1027052	844422.44	932557.1
"sp|Q9Y4C8|RBM19_HUMAN"	"HUMAN"	1940955.6	2592578.5	1947536.5	2149055	1952499	1790681.6	1381332.5	1811191.6	2505843.2	1590611.6	2649211.5	1344162.8	1767697.6	1464576.5
"sp|Q9Y4D8|HECD4_HUMAN"	"HUMAN"	84283.78	51679.418	66125.42	90561.734	84281.8	21772.299	50019.67	64565.625	52958.586	47646.246	72427.61	56151.965	62896.004	129187.86
"sp|Q9Y4E1|WAC2C_HUMAN"	"HUMAN"	164735.1	112310.15	140742.58	124128.1	101212.125	96197.734	138326.19	160795.97	158676.33	163678.58	134610.33	131515.3	125326.41	132394.9
"sp|Q9Y4E5|ZN451_HUMAN"	"HUMAN"	804919.1	943383.3	666814.4	1001401.56	978508	1076043	974280.56	1044732.06	1006646	749651	1117907.1	869124.6	1105454.6	1052574.6
"sp|Q9Y4E6|WDR7_HUMAN"	"HUMAN"	257849.81	100190.78	436279.53	327637.3	128911.53	143490.75	129312.66	664090.4	177692.94	224895.78	189729.08	415288.22	426981.94	121929.62
"sp|Q9Y4E8|UBP15_HUMAN"	"HUMAN"	11904917	13546650	13136880	13063874	12351178	12530007	13017068	15126170	15058161	12610073	13423540	12179147	13665498	12175203
"sp|Q9Y4F3|MARF1_HUMAN"	"HUMAN"	1900253.5	2333595.2	2302585.5	1813741.6	2333356.5	1998822.8	2094423	1208498.2	1554753.2	1820299.2	377268.88	1532443	2168387.2	1508376.8
"sp|Q9Y4G8|RPGF2_HUMAN"	"HUMAN"	0	11379.511	0	0	0	0	0	0	0	36385.527	0	0	17983.973	0
"sp|Q9Y4H4|GPSM3_HUMAN"	"HUMAN"	130059.89	0	0	128339.08	0	0	0	73871.78	93419.67	134113.9	147486.78	0	0	126470.49
"sp|Q9Y4K3|TRAF6_HUMAN"	"HUMAN"	305904.47	465067	555574.56	428306.4	382123.53	284916.3	102058.99	203303.38	451345.62	388710.22	344276.88	351803.84	259978.5	398234.53
"sp|Q9Y4K4|M4K5_HUMAN"	"HUMAN"	190731.52	264753.9	210819.6	303066.84	305809	322829.16	275093.3	339595.06	381886.75	28952.008	0	320734.34	334307.56	0
"sp|Q9Y4L1|HYOU1_HUMAN"	"HUMAN"	13560180	14342543	13714542	13310377	13701762	13699900	13647485	14076856	15015692	14374871	13975119	13582313	14390146	13708915
"sp|Q9Y4L5|RN115_HUMAN"	"HUMAN"	212843.38	133035.5	135660.11	154794.86	153922.23	186310.53	145143.4	147298.48	183252.48	132908.3	127996.19	154233.62	143547.48	143177.89
"sp|Q9Y4P1|ATG4B_HUMAN"	"HUMAN"	1327315.5	1438675.5	1403424	1172418.1	1207917	1060517	1282320.1	1434171.2	1522278.8	1468969.4	1240682.1	1142553.8	1317106.9	1497945
"sp|Q9Y4P3|TBL2_HUMAN"	"HUMAN"	625846.75	266680.53	579508.25	608459.5	567381.3	979173.1	699458.8	535143.4	608474.56	660015.6	608577.2	628549.75	598300.7	681337.25
"sp|Q9Y4P8|WIPI2_HUMAN"	"HUMAN"	463371.6	377338.06	518944.94	402486.9	613743.06	353523.12	525836.9	573968.25	614569.4	501589.94	496448.8	396468.5	487995.25	416949.88
"sp|Q9Y4R8|TELO2_HUMAN"	"HUMAN"	2552953.5	2154787.5	2250888.2	2301960	2238591	2292002.8	2279547.5	2183723.8	1804755.6	2178642.5	2345183.5	2271992.2	2227764.2	2305661.2
"sp|Q9Y4U1|MMAC_HUMAN"	"HUMAN"	0	22031.191	0	104894.17	0	59098.01	67771.18	315289.06	380024.44	442719.7	349120.8	421096.88	339395.56	379554.2
"sp|Q9Y4W2|LAS1L_HUMAN"	"HUMAN"	4191096	3948957.5	3731755.2	3751872.5	3841914.5	4057429	3880094.5	4120451.8	4096676.5	3978752	3945442	3780254	4000036.8	3761937.8
"sp|Q9Y4W6|AFG32_HUMAN"	"HUMAN"	3647540.2	3417368.2	3683272.8	3700581.5	3460599	3315332.5	3488503.8	3311994.8	3060917.5	2995472	2706357.5	1871056.1	3006302.5	2854972.2
"sp|Q9Y4X0|AMMR1_HUMAN"	"HUMAN"	250062.34	96868.91	274666.28	137226.61	118772.95	209707.47	223970.86	359921.03	246062.02	369125.53	217832.14	243096.66	140831.67	229036.39
"sp|Q9Y4X5|ARI1_HUMAN"	"HUMAN"	1600857.2	1784768	1580747.4	1765087.8	1428607.9	1752852	1765130.9	1606316.8	1639984.8	1762095.9	1771885.4	1638508.6	1779233.5	1701169.1
"sp|Q9Y4Y9|LSM5_HUMAN"	"HUMAN"	3036005.8	3069141.5	3929290.8	1718886.4	2583435	2125703.2	2836613.5	3958731	3732269	4152940.5	3393036	3027496	2587027	3385266.5
"sp|Q9Y4Z0|LSM4_HUMAN"	"HUMAN"	2219829.5	2626707.8	2704960	2406023.5	2200223	2651974.5	2767403.2	2666862	2616905.5	2676831.8	2375031	2433816	2599013.5	2519315.5
"sp|Q9Y508|RN114_HUMAN"	"HUMAN"	1094031	1244051.4	1182736.2	1251846	1253187.8	1242407.8	1176371.2	1369356.2	1236005.8	1257747.9	1156773	1066706.1	1169467.6	1216972.6
"sp|Q9Y512|SAM50_HUMAN"	"HUMAN"	1437783.2	1444079	1459511.2	1403487.5	1389328.2	1360340.2	1440101.9	1374214.9	1445427.9	1603875.2	1463665.5	1580989.1	1391147.4	1401892.8
"sp|Q9Y520|PRC2C_HUMAN"	"HUMAN"	8152446.5	8096450	8098573	8078159.5	8104397.5	8320807	8379821	8626779	9076881	8082011	9102641	8376035.5	8766499	8456557
"sp|Q9Y530|OARD1_HUMAN"	"HUMAN"	407386.62	447753.94	361777.06	501300.53	449236.78	393866.2	286565.9	437076.44	555216.75	561407.25	619185.7	549053.5	499027.8	615889
"sp|Q9Y535|RPC8_HUMAN"	"HUMAN"	367358.3	353093.53	344326.75	461179.7	370004	388669.06	412600.94	475601.94	421441.5	430205.34	439146.38	347407.38	508647.94	515860
"sp|Q9Y546|LRC42_HUMAN"	"HUMAN"	298260.3	323596.44	304114.62	368397.97	197872.6	189071.52	210608.6	230646.67	194253.44	355762.62	285765.06	297477.53	335982.5	363434.75
"sp|Q9Y547|IFT25_HUMAN"	"HUMAN"	529339.3	723253.25	706298.4	676451.56	676061.25	691150.75	622377.1	696394.1	796239.94	650017	706084.06	719916.06	571347.25	640194.44
"sp|Q9Y570|PPME1_HUMAN"	"HUMAN"	2716609.8	2750468	2626291.5	2601780.5	2677310.5	2750166.8	2814922	3434082	3082865	3327832.8	2917911.8	2975560.2	3200535.8	3074296
"sp|Q9Y575|ASB3_HUMAN"	"HUMAN"	0	0	0	0	0	0	0	43590.25	0	37281.996	0	0	34647.535	0
"sp|Q9Y580|RBM7_HUMAN"	"HUMAN"	1300399.2	1392042.5	1204077.1	1437993.2	1236810.8	1452603.6	1310713.4	1471710.2	1532525.4	1145168.1	1386859.4	1344202.4	1671232	1308954.2
"sp|Q9Y587|AP4S1_HUMAN"	"HUMAN"	95705.32	106164.94	110090.59	108229.48	97462.28	97324.195	100317.73	106128.43	104347.19	118085.664	130341.29	108467.69	108290.83	118477.05
"sp|Q9Y597|KCTD3_HUMAN"	"HUMAN"	73458.22	83642.73	194803.02	57148.023	104518.36	106015.95	120858.93	183172.69	234288.16	77464.55	144250.25	132084.31	98653.85	64024.62
"sp|Q9Y5A7|NUB1_HUMAN"	"HUMAN"	837628.94	850938.06	887768.7	906161.6	816757.6	898064.4	920619.3	892731.5	734353.2	1039050.1	911754	1025958.94	963415.44	1043612.4
"sp|Q9Y5A9|YTHD2_HUMAN"	"HUMAN"	9158712	9451244	9608585	9375755	9475109	8667933	9807794	9489060	9950767	10009957	9112782	9838095	8529053	10022140
"sp|Q9Y5B0|CTDP1_HUMAN"	"HUMAN"	181238.33	300008.62	212550.69	232560.36	188359.22	138432.8	276372.4	389413.44	278627.62	340038.44	235004.05	303924.9	438293.7	348739
"sp|Q9Y5B6|PAXB1_HUMAN"	"HUMAN"	1351730.2	1240081.6	1075509.4	1651261.9	1048007.6	1230937.1	1188993.9	1466675.1	1485729.8	1467338.1	1339734.1	1480684	1670702.6	1376191.8
"sp|Q9Y5B8|NDK7_HUMAN"	"HUMAN"	841939.06	947952.5	820746.5	1007675.1	1064470.1	730858	993066.6	1130279.1	931551.56	1087112	998699.56	986873.8	728701.25	954201.3
"sp|Q9Y5B9|SP16H_HUMAN"	"HUMAN"	5287209.5	5659616.5	4907891	6112681.5	5209428.5	5887385.5	5098901	6448309.5	6334372	5367574.5	5228152.5	5198832	5266189	5156601.5
"sp|Q9Y5J1|UTP18_HUMAN"	"HUMAN"	2056334	1818591	2156844.2	1938619.6	2134021.2	1873898.4	1953024.2	2430537.5	2284037	2500556.2	2187644.8	2277369.8	2121719.8	1910345
"sp|Q9Y5J6|T10B_HUMAN"	"HUMAN"	201726.19	164009.44	149635.08	191042.06	196986.81	171400.75	180100.39	173251.55	161531.53	159171.39	174712.97	170997.1	167114.38	176775.73
"sp|Q9Y5J7|TIM9_HUMAN"	"HUMAN"	4937151	4702150	4731704.5	4698113.5	4710263	4623866	4788510	4838140.5	4474925	4713594	4526467	5005503.5	4408366	4810392.5
"sp|Q9Y5J9|TIM8B_HUMAN"	"HUMAN"	366723.8	479907.88	365892.44	339540.12	308607.7	377188.75	340111.2	656465.2	844178.06	628985.4	558491.8	443032.34	523816.62	398374.84
"sp|Q9Y5K5|UCHL5_HUMAN"	"HUMAN"	6568970	6806262.5	6992007	6808318	6928548.5	6693130	6964787.5	7493243	7388804	7028728.5	7223250	6785189.5	7096926.5	6883082.5
"sp|Q9Y5K6|CD2AP_HUMAN"	"HUMAN"	3506739.2	3629528.2	3178236.2	3371177.2	3328662.2	3532900.8	3977346	3775080.8	3828697.2	3937192	3609082.8	3708881	3644169.8	3722515.5
"sp|Q9Y5K8|VATD_HUMAN"	"HUMAN"	1139360.4	1035378.56	948885.7	1045685.94	868802.2	966281.3	896660.6	1032315.8	1084766.9	987762.3	886430.44	937363.7	958280.9	999134.75
"sp|Q9Y5L0|TNPO3_HUMAN"	"HUMAN"	11425748	11752928	12456494	12174802	11614212	11671544	11762152	12850401	12808684	13562287	12124729	12203074	12231617	12705132
"sp|Q9Y5L4|TIM13_HUMAN"	"HUMAN"	950257.4	1210960.2	1136337	1066348.6	1271450	1338080.1	1247631.1	1042367.94	1421392.6	1187764.5	1095591.1	1053414.8	1144494	1086873.6
"sp|Q9Y5M8|SRPRB_HUMAN"	"HUMAN"	552294.8	737493.44	638528.3	798880.1	634357.6	824831.94	644651.7	533721.56	193934.55	735288.2	622048.25	213845.95	179268.67	529031.25
"sp|Q9Y5N5|N6MT1_HUMAN"	"HUMAN"	0	154723.34	275370.03	0	0	295289.56	182791.53	0	351085.34	213025.06	269294.25	0	0	381622.53
"sp|Q9Y5N6|ORC6_HUMAN"	"HUMAN"	112947.984	87666.29	89655.67	184353.11	91085.69	104378.61	89414.2	111807.01	54455.1	57485.973	91289.555	99935.016	56375.066	35777.113
"sp|Q9Y5P4|CERT_HUMAN"	"HUMAN"	1388145.8	1422722	1342473.2	1322745	1175462	1508762.4	1273915.8	1558645.4	1489271.4	1342506.5	1257880.6	1397017.9	1549291.8	1327914.8
"sp|Q9Y5P6|GMPPB_HUMAN"	"HUMAN"	430209.3	625297.9	299439.06	313111.47	275492	348842.72	446114.75	247436.81	174683.5	0	279956.62	271211.94	373950.53	247787.22
"sp|Q9Y5Q8|TF3C5_HUMAN"	"HUMAN"	3218661.2	2497423	3313334.8	2633803.8	2932259.5	2635027.8	1858415.5	2927294	2838524.5	3180431.2	2844568.8	2619155.5	1834588.2	2741176.8
"sp|Q9Y5Q9|TF3C3_HUMAN"	"HUMAN"	1499978	1314519.9	1355422.6	1623340.1	1349054	1417710.5	1530921.1	1356208.2	1359164.9	1586417.6	1280962.5	1639278.1	1293959.9	1396405
"sp|Q9Y5R8|TPPC1_HUMAN"	"HUMAN"	295880.88	337376.38	455230.75	365088.97	392105.25	373781	254242.67	582932.4	594671.25	599933.06	551247.44	503362.2	534824.1	592754.9
"sp|Q9Y5S1|TRPV2_HUMAN"	"HUMAN"	987905	1060794.4	913927.9	903250.5	1069100.6	1089198.2	834239.44	974897.8	901839.9	1037146.25	1058231.2	974232.25	964333.25	930598.94
"sp|Q9Y5S2|MRCKB_HUMAN"	"HUMAN"	111145.59	80516.56	125077.64	95017.77	126396.31	86365.625	102272.04	99003.74	99683.2	40677.035	112586.07	64081.83	81001.86	73929.69
"sp|Q9Y5S9|RBM8A_HUMAN"	"HUMAN"	7133605.5	7532480.5	7175561	7546569.5	7254164.5	7581563.5	7271388.5	7161750	7821170	7423162	7242314	7022782	7381286.5	7488967
"sp|Q9Y5T5|UBP16_HUMAN"	"HUMAN"	1181839	1102803.9	997582.75	931629	1119275.4	1265365.1	896465.5	1057136	1105467.8	1750578	926889.2	1513280.9	1527248.8	1093971.6
"sp|Q9Y5U2|TSSC4_HUMAN"	"HUMAN"	225432.39	249717.62	209064.94	254316.66	158031.95	169272.67	200410.3	260221.6	261295.94	194679.28	237177.8	271346.94	267439.7	246518.52
"sp|Q9Y5U8|MPC1_HUMAN"	"HUMAN"	142719.28	187658.92	108843.59	181308.38	181775.34	134625.8	83940.266	113434.75	155551.89	101235.62	76639.164	135311.44	35536.17	146591.55
"sp|Q9Y5U9|IR3IP_HUMAN"	"HUMAN"	0	0	0	0	0	0	0	0	0	91559.72	0	0	0	0
"sp|Q9Y5X1|SNX9_HUMAN"	"HUMAN"	4448892	4564242	4559602.5	4883600	4969612	4826433	4773978.5	4496706.5	5222248	5146966	5021881	4293134	5120824.5	4998550
"sp|Q9Y5X2|SNX8_HUMAN"	"HUMAN"	115878.39	176656.39	87519.37	151239.58	127837.17	124073.94	180790.89	112874.086	120501.31	133158.06	138150.14	71339.14	193766.34	90025.05
"sp|Q9Y5X3|SNX5_HUMAN"	"HUMAN"	531326.8	481985.56	525666.3	440922.25	490471.97	413848.25	411006.94	580279.6	642142.4	725773.3	532242.5	654606.2	543074.94	632984.6
"sp|Q9Y5Y0|FLVC1_HUMAN"	"HUMAN"	15272.934	0	31257.352	34004.316	28188.465	41492.758	0	0	0	32372.852	39174.684	31901.125	0	0
"sp|Q9Y5Y2|NUBP2_HUMAN"	"HUMAN"	1213688.2	999157.56	1242145.8	808522.6	1258722.1	801652.75	1085276.5	1825298.2	1626039.9	1566414.2	1632722.1	1349682.2	1170450.6	1483029.6
"sp|Q9Y5Y5|PEX16_HUMAN"	"HUMAN"	33063.344	26485.09	21587.996	0	24623.336	24862.637	29369.451	0	21046.697	0	28705.166	0	24742.553	0
"sp|Q9Y5Z4|HEBP2_HUMAN"	"HUMAN"	1119128.2	1132941.6	1074337	1071982	982202.5	900538.1	890754.44	1602898.9	1314362.6	1440955.9	1268268.8	1046313.25	919362.06	978066.8
"sp|Q9Y5Z9|UBIA1_HUMAN"	"HUMAN"	0	0	0	0	0	41500.44	0	43834.883	34434.957	52426.668	41181.3	0	40305.207	45326.21
"sp|Q9Y605|MOFA1_HUMAN"	"HUMAN"	222893.25	305300.22	289749.75	289279.2	348710.03	285687.8	344489.5	409055.3	240672.5	230456.1	278952.12	313983.4	355423.84	388975.56
"sp|Q9Y606|PUS1_HUMAN"	"HUMAN"	2398079	2464847	2377319.5	2230084.8	2451975.8	2265418	2427595.8	2632882.2	2569059	2344287	2414397.5	2546917	2270769.8	2235488
"sp|Q9Y608|LRRF2_HUMAN"	"HUMAN"	531388.6	563160.6	475212.8	505611.7	551787.6	822742.6	523941.22	516575.8	489057.5	589550.5	619231.56	541413.94	619135.3	438656.72
"sp|Q9Y613|FHOD1_HUMAN"	"HUMAN"	3462142.2	3758631	3440080.2	2910910.8	3317664.8	3729448	3558694.5	3329142.2	3848578.2	4105485.8	4141750	3868429	3159736	3863460
"sp|Q9Y617|SERC_HUMAN"	"HUMAN"	8601812	9031938	9122057	8950141	8457796	9127410	8573903	9896314	8645695	7754119	8343362	7713749	9213149	8000123.5
"sp|Q9Y618|NCOR2_HUMAN"	"HUMAN"	129381.695	327713.88	157014.6	304582.56	255093.22	231938.62	283887.16	180370.27	106796.375	43270.74	110495.78	133718.77	177233.88	91071.61
"sp|Q9Y619|ORNT1_HUMAN"	"HUMAN"	0	42097.832	0	0	36871.91	55381.547	0	185131.81	82276.82	59034.258	42201.363	105771.55	30800.273	33208.785
"sp|Q9Y620|RA54B_HUMAN"	"HUMAN"	221742.92	171271.34	232810.5	144500.1	87794.24	181981.94	168748.42	335287.25	130560.34	403951.88	87611.016	84162.39	206846.1	209241.94
"sp|Q9Y624|JAM1_HUMAN"	"HUMAN"	155387.08	380624.8	508358.16	406561.47	306119.8	464212.16	408973.84	389378.25	359764.5	497540.38	377781.47	361829.7	364388.78	327428.1
"sp|Q9Y639|NPTN_HUMAN"	"HUMAN"	124037.945	112210.75	100269.55	116399.28	106476.43	64495.484	84712.28	107373.62	137233.02	96395.83	79180.37	107449.94	109619.83	129946.28
"sp|Q9Y657|SPIN1_HUMAN"	"HUMAN"	86052.2	106307.586	96234.664	78048.79	102577.47	85327.45	0	94054.34	137366.47	98607.79	95429.46	121458.11	265338.28	179389.22
"sp|Q9Y664|KPTN_HUMAN"	"HUMAN"	192436.83	159798.03	221892.3	297343.28	261161.61	251285.81	257696.5	248544.88	239423.47	269471.72	214898.1	264342.06	242180.5	219598.44
"sp|Q9Y676|RT18B_HUMAN"	"HUMAN"	1339476.1	1490420	1477406.1	1405100.9	1547058.2	1381116.5	1568440.9	1506351	1539919.4	1834810.6	1704196.2	1447667.2	1551093.9	1529782.9
"sp|Q9Y678|COPG1_HUMAN"	"HUMAN"	5633087.5	6363376.5	6328842.5	6520257	6193459.5	6296181.5	6143930.5	6715348	6735396.5	6853852.5	6518475.5	6349537.5	6468759	6555269.5
"sp|Q9Y679|AUP1_HUMAN"	"HUMAN"	83078	119736.266	94918.39	0	66220.1	66206.16	105027.57	101211.195	106360.16	115036.555	116033.13	111239.49	0	111365.36
"sp|Q9Y680|FKBP7_HUMAN"	"HUMAN"	31416.498	0	43047.49	0	34766.242	0	20238.207	0	23686.867	0	0	0	53455.723	22145.645
"sp|Q9Y692|GMEB1_HUMAN"	"HUMAN"	197147.97	167195.61	221527.44	131914.36	177744.27	155053.4	232119.45	200174.84	210745.84	230303.6	196396.88	73575.97	74366.875	153469.2
"sp|Q9Y696|CLIC4_HUMAN"	"HUMAN"	2776918.2	3440023.2	3377660.5	3198171.8	3247260.5	3311001.5	3326546.2	4003969.2	3794192.5	3660526.8	3482756	2997670.5	3700507.8	3555260.8
"sp|Q9Y697|NFS1_HUMAN"	"HUMAN"	1155241.4	1131684.2	1208945.5	893728.75	1323515.1	1065373.4	1197049.5	1417730.1	1468914.9	1278347.1	1378858.9	1253292.5	1155251.1	1387770.5
"sp|Q9Y6A4|CFA20_HUMAN"	"HUMAN"	420026.38	394665.88	395890.56	563616.44	448494.2	474564.44	472661.3	512451.38	546638.5	377802.38	445560.12	399888.34	527775.5	531253.2
"sp|Q9Y6A5|TACC3_HUMAN"	"HUMAN"	4181654	4706248	4446298	4239663	4560798.5	4704333.5	4525194	4767846	5020830.5	4849293	4732160	4530104	4879479.5	4675766.5
"sp|Q9Y6A9|SPCS1_HUMAN"	"HUMAN"	84689.81	66352.52	95062.29	89355.39	113121.49	77675.32	91319.98	63342.02	48542.973	59238.285	62853.418	63790.434	48225.17	61953.477
"sp|Q9Y6B2|EID1_HUMAN"	"HUMAN"	0	0	12784.255	0	28166.533	0	0	0	0	23047.49	25103.041	26464.492	16832.285	22461.104
"sp|Q9Y6B6|SAR1B_HUMAN"	"HUMAN"	1983336.9	1915159.8	2202055.2	2861058.5	2147347.8	2326049.5	2364469	2269380.2	2008761.6	2274265.5	2295263.8	1841608.8	1892011.4	2135202.5
"sp|Q9Y6B7|AP4B1_HUMAN"	"HUMAN"	113563.75	148044.67	161598.55	175596.31	245458.05	233599.4	272344.44	109236	269646.12	214189.25	251530.28	89632.78	212068.78	106917.84
"sp|Q9Y6C9|MTCH2_HUMAN"	"HUMAN"	2914834.5	2952581.8	2557379.2	2907542.5	3123876.5	3143636.8	2823888.8	2810778.2	3523173	3353924.2	2927878.5	2945747.5	3040264.8	2880408
"sp|Q9Y6D5|BIG2_HUMAN"	"HUMAN"	119466.73	248595.88	200116.25	531597.75	199719.69	145412.97	165574.2	665079.9	823798.56	643986.5	497909.2	365129.38	519161.66	519715.03
"sp|Q9Y6D6|BIG1_HUMAN"	"HUMAN"	974212	960240.4	920343.6	1206963	1097800.4	1397290.4	1101915.1	1093040	1206438.5	1415535.5	1151770.1	1325860.4	1305132.6	1183608
"sp|Q9Y6D9|MD1L1_HUMAN"	"HUMAN"	1232299.6	1448709.4	1286829	1195481.8	1178753	1136120	1342232	1096673	1239451.5	1520312.2	1280678.8	1178153.1	1068156.4	1424865.8
"sp|Q9Y6E0|STK24_HUMAN"	"HUMAN"	1140709.5	900732.6	681698.5	872995.9	524393	871664.6	855275.3	883369.94	830501.7	869514.75	676073.3	824631.94	845964.2	936895.9
"sp|Q9Y6E2|5MP1_HUMAN"	"HUMAN"	3614257.5	3449504.2	3425728.2	3743813.2	3239273	3775658	3510348.5	3906555.2	3692279	3222503.8	3705268.5	3194479.5	3711865.8	3145134.8
"sp|Q9Y6G3|RM42_HUMAN"	"HUMAN"	960536.56	1034410.3	1027935.2	1038035.25	1029562.56	1140906.4	1090890.1	1204330.4	1196749.6	1251867.4	1149164.5	1096527.1	1175176.9	1166184.2
"sp|Q9Y6G5|COMDA_HUMAN"	"HUMAN"	173094.27	154900.81	185057	169772.62	187701.9	148624.83	164047.08	142755.14	179975.7	145389.72	135650.88	175960.1	171110.36	176937.17
"sp|Q9Y6G9|DC1L1_HUMAN"	"HUMAN"	7562053	8412883	8132332.5	8353569.5	8273218	8245438.5	7811792	8811992	9000366	8374850.5	8159902.5	7614299	8277943.5	8140069.5
