"Protein"	"Organism"	"AA_1.Intensity"	"AA_2.Intensity"	"AA_3.Intensity"	"AA_4.Intensity"	"AB_1.Intensity"	"AB_2.Intensity"	"AB_3.Intensity"	"AB_4.Intensity"	"AG_1.Intensity"	"AG_2.Intensity"	"AG_3.Intensity"	"AG_4.Intensity"	"BA_1.Intensity"	"BA_2.Intensity"	"BA_3.Intensity"	"BA_4.Intensity"	"BB_1.Intensity"	"BB_2.Intensity"	"BB_3.Intensity"	"BB_4.Intensity"	"BG_1.Intensity"	"BG_2.Intensity"	"BG_3.Intensity"	"BG_4.Intensity"
"sp|Q8IWB7|WDFY1_HUMAN"	"HUMAN"	46180040	31007260	21515568	8774938	25898600	39847910	11079507	0	49012664	0	0	0	33107844	17674666	16102876	25143332	0	9136173	3788856	16904308	50132296	25862512	12879537	19393192
"sp|Q8IWD4|CC117_HUMAN"	"HUMAN"	0	5887889.5	7963714	0	10098993	0	11991598	9623625	0	4410937.5	0	0	4281725.5	13621370	14799726	11043126	11221902	9373932	11283815	11013543	15501910	11106459	0	0
"sp|Q8IWI9|MGAP_HUMAN"	"HUMAN"	42120980	57250160	47330964	0	51844600	48050444	48381028	54326520	51704092	50115696	57609052	56363252	26365192	38755800	35596412	17940580	40036516	0	0	38059190	34513964	43247092	0	14782469
"sp|Q8IWJ2|GCC2_HUMAN"	"HUMAN"	18107910	325641020	265682000	65302480	33125228	86562910	0	204865070	301236800	64247024	0	55526240	31925950	34908784	18526390	38934744	37330440	71378100	52587656	90056750	231330850	272010080	30513344	256807840
"sp|Q8IWR0|Z3H7A_HUMAN"	"HUMAN"	0	3724825	0	0	0	0	0	0	0	0	0	0	0	0	23908356	5265690	0	0	0	0	2313990.8	0	0	0
"sp|Q8IWS0|PHF6_HUMAN"	"HUMAN"	505935940	407051500	534096350	502633860	602439500	515046620	663514240	553893100	552137340	592330000	517357000	612263500	668142900	521341120	533150750	392629900	709218240	298409400	404384860	347925600	589692800	628993540	511083460	362512260
"sp|Q8IWT0|ARCH_HUMAN"	"HUMAN"	27523934	0	19369186	0	27617426	19314796	10286270	2019438.6	0	25154252	0	0	46754476	32301266	34364336	17089010	21632932	0	0	0	22867496	29270422	35366496	18135874
"sp|Q8IWV7|UBR1_HUMAN"	"HUMAN"	35944690	17412316	42939044	40501556	0	1805617.5	22813874	1729684.4	12491767	0	0	0	78681050	0	0	12711293	13451884	14449520	8415372	0	0	7845774.5	2155613.8	0
"sp|Q8IWV8|UBR2_HUMAN"	"HUMAN"	28904822	7074812.5	27581210	37754790	12272502	12102651	16728164	20638764	20607936	26050964	24309638	0	34243076	11534538	36981096	0	15247342	19096270	0	2329627.5	0	26399632	39953304	5754116.5
"sp|Q8IWX8|CHERP_HUMAN"	"HUMAN"	1186757400	1379794000	1556343700	1186806100	1283391200	1528191200	1327848600	1436971800	1236431100	1314478700	1248142500	1055605950	1461138400	1190981400	1409118300	1221818900	1142268200	1475600900	1455867500	1194323600	1155004400	1452799100	1170336900	1211000300
"sp|Q8IWY9|CDAN1_HUMAN"	"HUMAN"	0	0	120863980	0	0	3883679.8	0	260782540	0	0	0	234691470	0	0	4856735	200333460	16509000	0	0	192993470	0	1591384.6	192391660	165506990
"sp|Q8IWZ3|ANKH1_HUMAN"	"HUMAN"	232465980	576848100	434726620	437418560	700852900	487948930	546881400	354446000	413892130	540694000	527014600	322834660	706532100	334112700	437843600	618993800	305584500	1064218500	403263600	760832450	532749340	812591550	247625630	431663940
"sp|Q8IWZ8|SUGP1_HUMAN"	"HUMAN"	206018720	50373016	250162820	298005630	224653040	251633260	247266240	250933090	245405650	230256540	286659970	260042660	215441340	234182540	256853260	315118600	262612690	299814100	278819870	259548830	293955900	270687680	324442180	97168970
"sp|Q8IX01|SUGP2_HUMAN"	"HUMAN"	502357900	128021080	52677336	492258750	625602300	555165950	581637900	129142800	132108270	98966460	28236734	64983660	558533400	630111740	159938720	522700220	660409400	164273400	110878300	97185570	704587700	184073780	625519600	68667656
"sp|Q8IX07|FOG1_HUMAN"	"HUMAN"	24216774	12780966	0	0	7776013	0	0	12279269	11302014	0	0	4509224.5	25519550	14701281	0	0	7150558	22963576	0	9444411	29290396	13991625	0	0
"sp|Q8IX12|CCAR1_HUMAN"	"HUMAN"	2301918000	1767618400	1414611700	1480745100	1619985700	2464034000	1754331800	1868793200	1875617000	2480263700	1929293700	1457191700	2122004600	1981933800	2673488600	1485045000	1932974200	2232522200	1749782300	1784205300	1793606800	2697438000	2020762900	1633109200
"sp|Q8IX18|DHX40_HUMAN"	"HUMAN"	0	0	0	0	0	0	0	0	0	803312.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"sp|Q8IX90|SKA3_HUMAN"	"HUMAN"	1116890900	1140043000	66087920	111014350	106407620	65419310	143506370	132533840	112393380	140711580	70697260	57311390	124282000	99215110	90441490	103823560	109928020	119692700	76119420	81092856	71604130	91332820	74400750	126997010
"sp|Q8IXB1|DJC10_HUMAN"	"HUMAN"	1156115.1	0	0	0	0	0	0	0	0	0	0	0	0	0	6369556	0	0	0	0	0	0	0	7205564	0
"sp|Q8IXH7|NELFD_HUMAN"	"HUMAN"	145006190	136434270	80383624	89989070	146876800	169331170	143667380	129040270	170429820	183426020	91256590	71190530	293708770	161544580	179679550	166110720	181956060	208128270	178666370	177558030	154404380	173555490	126277170	124420310
"sp|Q8IXI1|MIRO2_HUMAN"	"HUMAN"	428738980	479499420	453580060	522207500	353927100	449433200	560997060	503038980	527291170	525433340	647831100	415632200	711029500	531463170	719957950	662627650	824064830	918838140	756618750	531398370	586866560	706185600	670990460	495634980
"sp|Q8IXI2|MIRO1_HUMAN"	"HUMAN"	0	11929285	9489264	43923730	12843025	9791654	14546480	0	0	0	5732198	11655324	18772070	0	0	17871278	1244555.8	0	11870426	17687352	0	13986083	16293976	11591378
"sp|Q8IXJ6|SIR2_HUMAN"	"HUMAN"	0	0	3755338	3698042.5	0	0	0	0	1431617.6	0	2957876.5	0	0	0	0	5896624.5	0	0	0	0	0	13054210	0	0
"sp|Q8IXK0|PHC2_HUMAN"	"HUMAN"	98533250	96164120	98764420	52091776	51968256	56030890	84468160	56742096	74644530	110542180	111764180	62355010	123100390	106608190	83387250	86156010	71577790	110994160	43199724	0	73530360	60112176	19849052	48956736
"sp|Q8IXM2|BAP18_HUMAN"	"HUMAN"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"sp|Q8IXM3|RM41_HUMAN"	"HUMAN"	157724420	221004560	220603120	168122610	219924930	226742500	201719420	184908320	224829060	219352000	189873800	116359544	164205060	165296350	197148800	151468030	119650600	32871848	113885840	0	164450340	217526160	95123710	125932370
"sp|Q8IXQ3|CI040_HUMAN"	"HUMAN"	0	0	18559806	0	0	0	4310498	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"sp|Q8IXQ4|GPAM1_HUMAN"	"HUMAN"	25338888	39766532	45183884	32893814	18410022	41896490	48567748	2652624.8	21171086	18503870	30218042	0	43707896	24999570	0	22810544	15983168	45971520	44466796	37688480	40660000	30597266	36969244	8438376
"sp|Q8IXT5|RB12B_HUMAN"	"HUMAN"	623111360	789543600	991727200	626367900	618600640	708655170	611685200	1097656600	630317250	1130785700	718874500	949790400	964266300	890616200	875901630	859286500	883379800	823942340	754528200	952562700	605895300	942220740	858514100	834734500
"sp|Q8IXW5|RPAP2_HUMAN"	"HUMAN"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7284726.5	0	0	0	6359252	6939727	6062011	0	0
"sp|Q8IY18|SMC5_HUMAN"	"HUMAN"	0	0	3175942.2	9154011	29797468	0	0	15486011	0	26852466	31087840	16595047	13187037	103145130	26909112	18701110	49276424	0	0	16925888	48121530	23177946	0	0
"sp|Q8IY22|CMIP_HUMAN"	"HUMAN"	61317870	69665816	0	35698550	142673300	19348330	28475206	0	16546038	0	66536212	61788396	0	16596890	59733256	76732800	14490132	19595716	25191136	46100040	17904334	25795560	57499816	90098660
"sp|Q8IY33|MILK2_HUMAN"	"HUMAN"	41873964	33006428	40230292	49132730	29581328	0	34293524	46408130	70602750	34381520	10585137	24743558	32831084	4672389.5	54184656	38340860	67427200	43474420	89625770	46461464	48016344	79862590	0	29709396
"sp|Q8IY37|DHX37_HUMAN"	"HUMAN"	35176120	8066211	189514020	32809958	35613316	29869100	98306690	30441808	49106296	77744480	0	0	79432740	67516680	115469320	34334548	88937740	36392540	64372630	52424324	83466830	90306730	54393216	62553600
"sp|Q8IY57|YAF2_HUMAN"	"HUMAN"	6353744	9978582	11931501	0	8436770	11307056	10460401	0	0	11957583	0	0	10932420	10847846	11029172	0	0	0	7358671.5	0	8162602	10132989	7193915.5	0
"sp|Q8IY67|RAVR1_HUMAN"	"HUMAN"	1080518000	1383980800	1384303100	1127482400	1649036300	1708895100	1286205600	1361451900	1576487800	1772350100	1316112500	1100117200	2155110100	1669863600	1551084700	1225904300	1553723500	1734003100	1169795700	999519900	1454190700	1525312800	1212727000	1286407200
"sp|Q8IY81|SPB1_HUMAN"	"HUMAN"	1228266000	937252500	1099124500	1080958700	967784200	1207785200	1191437600	1122688000	1203989600	1084988900	1205454600	992090500	1064875000	863969200	1264525700	1122421200	990724300	1118596600	1086627700	974844100	998370100	1226522500	1256441600	1012211260
"sp|Q8IY95|TM192_HUMAN"	"HUMAN"	0	0	0	0	0	12662636	9606048	10568453	3980379.5	0	0	0	19918086	0	15818598	0	4305170.5	15814366	0	6097354.5	0	4700596	0	9149546
"sp|Q8IYB3|SRRM1_HUMAN"	"HUMAN"	1343543800	1337858200	1765108400	1677232400	1369562800	1650826500	1668267800	1572595600	1268544600	1705178100	1691821800	1789398500	1471195500	1248801500	1531722800	1447359600	1331126100	1205643600	1473025800	1441862400	1338010500	1578681200	1459341800	1823321000
"sp|Q8IYB5|SMAP1_HUMAN"	"HUMAN"	50262300	98240110	0	56787424	38455080	31234716	0	86200770	32853256	83589860	88936420	85646420	13823887	32219262	54775396	0	84924150	67838904	33770896	82330610	40862810	88314060	0	36221636
"sp|Q8IYB8|SUV3_HUMAN"	"HUMAN"	313268160	706006700	836050750	80868130	213074900	808470300	201636660	787384900	116996130	300818200	861206140	316395300	254616060	297298080	1053309500	326945470	206821360	284145250	372382050	301273660	765648060	888575900	281028700	271660160
"sp|Q8IYB9|ZN595_HUMAN"	"HUMAN"	11971702	0	2001740.6	20597570	6482831	41125604	30192250	28408832	0	0	0	0	51652860	64858390	55455772	9908722	21686160	39829410	68402270	38395812	0	31439582	49089348	13849947
"sp|Q8IYD1|ERF3B_HUMAN"	"HUMAN"	713397570	413857900	682412900	672486200	675778940	727547700	606817540	743164600	507355650	716136260	723678100	697868500	1095812400	738006850	686234800	711407040	657070460	729456600	740636800	661033600	440223940	703746370	780746000	681927100
"sp|Q8IYH5|ZZZ3_HUMAN"	"HUMAN"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"sp|Q8IYI6|EXOC8_HUMAN"	"HUMAN"	15735871	10356631	15095263	8361161.5	7841534.5	14600879	18749800	13989493	8951986	11434486	13732805	12980153	9209651	11917825	11025902	8677274	55747290	11734544	131809800	8980182	8822091	12180106	8932297	10071057
"sp|Q8IYL3|CA174_HUMAN"	"HUMAN"	0	0	0	3512501.2	0	0	0	0	0	0	0	0	13031214	7494823	9266913	12348928	4138436.2	7797112.5	6313519	7505574.5	4120346.8	8135606.5	16655260	7406451
"sp|Q8IYQ7|THNS1_HUMAN"	"HUMAN"	0	0	0	0	162457520	0	0	0	0	0	0	0	58004250	0	0	0	0	0	0	0	0	0	0	0
"sp|Q8IYS2|K2013_HUMAN"	"HUMAN"	0	0	0	0	0	68767860	0	0	43915044	0	82139000	43859464	0	0	0	0	0	0	0	0	0	0	0	0
"sp|Q8IYU8|MICU2_HUMAN"	"HUMAN"	0	0	0	0	0	0	0	0	0	0	92181670	0	0	0	0	0	0	0	0	0	0	0	0	0
"sp|Q8IZ07|AN13A_HUMAN"	"HUMAN"	17187698	7681793.5	0	0	39440548	12122753	0	0	0	0	21182386	9536336	36223200	0	0	17730546	0	0	0	0	0	0	0	0
"sp|Q8IZ21|PHAR4_HUMAN"	"HUMAN"	14962800	0	20554302	3345662.2	26841542	0	11468053	6999353	19460210	14723524	13218000	35388788	95212104	68316240	77815070	7579211.5	99575580	22426262	2997147	8760012	84032020	70318540	15718416	15329721
"sp|Q8IZ40|RCOR2_HUMAN"	"HUMAN"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"sp|Q8IZ69|TRM2A_HUMAN"	"HUMAN"	762515400	513111100	876404700	531975200	639553200	747163700	824548000	977213950	569843140	988205440	886540700	642299300	942824000	561586700	687157300	1049183400	539612800	602945200	926999800	783138300	610439550	684268800	936093000	607699460
"sp|Q8IZ73|RUSD2_HUMAN"	"HUMAN"	237367890	220888770	243397020	143040850	208075040	169559330	169690320	272163070	220951120	244352210	216038480	206197310	229709800	246827090	184577200	126844340	247251250	139258800	205197300	305276300	254878000	313468640	127276190	175940030
"sp|Q8IZ83|A16A1_HUMAN"	"HUMAN"	51387910	141401760	51668028	33063664	105681970	63448224	60858104	76551860	73819340	60187550	58801544	17045402	90591570	54606344	85206650	19031346	63516736	66873296	50604064	59550450	41427350	66000028	61604230	19569532
"sp|Q8IZH2|XRN1_HUMAN"	"HUMAN"	8442234	0	19186914	17340064	4439804.5	0	19612236	8791160	6825104.5	17868236	0	0	6383898	0	41722170	0	7979640.5	0	10247389	9394157	5492496	11568551	42042856	45493680
"sp|Q8IZL8|PELP1_HUMAN"	"HUMAN"	950043800	470396800	737463400	828216000	874373700	806743040	770080900	672886850	796961540	800370300	758362800	687302850	1166683500	620770370	806862500	776650400	756456400	832006600	790440300	828991800	900126100	880476000	714405100	724659700
"sp|Q8IZP0|ABI1_HUMAN"	"HUMAN"	122160910	150570580	227494800	954010750	783314800	937833900	150582600	132543990	200080160	883078800	206306370	913837600	446764800	581221400	551550300	134552270	584253100	531188800	492653820	509488800	474885300	515805820	641844600	528110200
"sp|Q8IZQ5|SELH_HUMAN"	"HUMAN"	53534160	0	69149350	151925380	148725490	0	138157180	170452940	77772170	58416880	147055400	158116600	105558490	73239320	175328030	164837280	81291920	79344510	151881020	159668860	163188900	73677120	149242270	176170800
"sp|Q8IZT6|ASPM_HUMAN"	"HUMAN"	0	14939344	9388620	0	13711827	8689923	12696046	0	12271900	9545513	9933836	9006093	15413226	11759294	10600672	10019431	0	10659105	0	0	16434640	0	0	0
"sp|Q8IZV5|RDH10_HUMAN"	"HUMAN"	0	0	0	0	0	0	15903313	0	0	0	0	19790012	0	0	0	0	4525055.5	0	0	0	0	0	0	22164348
"sp|Q8N0T1|RBIS_HUMAN"	"HUMAN"	0	6949767	0	0	0	0	0	0	0	4984385.5	5154797	0	0	0	0	13562520	0	0	4669288.5	0	0	0	10342711	5002153.5
"sp|Q8N0U8|VKORL_HUMAN"	"HUMAN"	0	0	6213721.5	0	0	0	0	0	0	0	0	4000667	0	0	7737549	4800151.5	0	0	0	6104818	0	0	4790988.5	0
"sp|Q8N0X7|SPART_HUMAN"	"HUMAN"	144039200	62737184	93084100	76551390	72220200	66430264	101122550	72794150	87486950	59722000	16405751	130068440	176510770	76565650	121394510	69619624	102183500	88847500	58308864	110695710	139496420	24281258	106614820	183054000
"sp|Q8N0Y2|ZN444_HUMAN"	"HUMAN"	0	0	0	0	0	0	0	0	0	1776862	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"sp|Q8N0Z6|TTC5_HUMAN"	"HUMAN"	0	0	1457098.5	0	0	0	0	0	0	0	0	0	0	0	0	0	4701277	0	0	17585288	0	0	0	0
"sp|Q8N108|MIER1_HUMAN"	"HUMAN"	74695980	25722872	49983660	17275208	18080468	29233440	34402910	24393970	82461500	44155430	0	22257794	67502690	56405830	32518446	9876556	51753496	69859790	8964289	13400002	0	35058020	44591028	46442070
"sp|Q8N122|RPTOR_HUMAN"	"HUMAN"	41559588	25179688	8101099.5	3051521.2	50066310	8861433	9521945	0	62468744	63951000	23994466	0	100944580	64907390	24303808	19869332	72593730	23106304	49449956	7653472	435709200	63629684	83633730	25525236
"sp|Q8N128|F177A_HUMAN"	"HUMAN"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"sp|Q8N163|CCAR2_HUMAN"	"HUMAN"	2465233700	2307929600	2647794200	2422816300	2537116700	2617931000	2889330200	2318876400	2466405600	3004175000	2604111400	2298413800	3086964700	3007857200	3111396900	3233579300	3376882400	2568318200	2820358700	3285159400	2835654100	2953485800	2996511500	2486449400
"sp|Q8N183|NDUF2_HUMAN"	"HUMAN"	252382930	232095550	257409010	292317020	258293300	297979600	279760770	214117630	282401440	295190800	209010110	208249500	356863200	228721060	200353570	236670460	318987970	343096260	331250400	178096140	313767170	255807840	229876850	166666620
"sp|Q8N1B4|VPS52_HUMAN"	"HUMAN"	601333950	693739260	0	19873544	655121800	0	9257499	0	0	0	0	13313965	498552770	602018500	38246756	10686527	0	23461208	222087620	210872260	597939200	7226312.5	26300462	20359422
"sp|Q8N1F7|NUP93_HUMAN"	"HUMAN"	4187654700	4060212200	4206779400	4289748200	3751094500	4030808800	4341370400	4066272800	3335569200	4703291000	3949997000	4119454200	4782262300	3866833700	4579929600	4219124500	3966905300	3509181200	4113517300	3404517400	3424838400	4503443000	4047162000	3458664200
"sp|Q8N1F8|S11IP_HUMAN"	"HUMAN"	0	0	2305647.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"sp|Q8N1G0|ZN687_HUMAN"	"HUMAN"	22198636	30076170	16364662	50196984	0	24293428	9277226	15212235	8064552	20618468	11655990	11178789	34769784	33229808	26265036	10205076	36700748	43111670	23633800	22053456	32369690	20558822	16119883	25184692
"sp|Q8N1G2|CMTR1_HUMAN"	"HUMAN"	269325760	529084300	448354940	199792740	156446000	205099500	538846850	131395440	500366850	507478080	275713060	196844030	446316740	388661700	556210800	495569470	554749000	490436930	494879550	153365180	600816100	249194940	587318460	147009400
"sp|Q8N1G4|LRC47_HUMAN"	"HUMAN"	3002431200	2837987000	3467963100	3159764700	3301173500	2953443600	3291430100	3172448300	2875567000	3296024600	3310538800	2765755600	3873976800	3061525800	3306990600	3065773300	3405560800	3266293500	2996337400	3101995300	2907281700	3349387500	3158560800	2543015700
"sp|Q8N1Q1|CAH13_HUMAN"	"HUMAN"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"sp|Q8N201|INT1_HUMAN"	"HUMAN"	40977770	68168210	60543410	68766820	64583500	45572252	61276156	121223200	48279190	38477324	35079440	39741904	89020050	177070060	70309170	30765458	83660730	64833680	41558604	18184354	63210640	57737660	36929876	38389550
"sp|Q8N2F6|ARM10_HUMAN"	"HUMAN"	0	128395720	110969896	66409424	97319710	97229840	116556600	39200920	57297760	111806344	111529940	42795144	102784230	85689720	129282264	32598192	118306640	91037350	77313780	41264460	50362376	113057040	48328330	0
"sp|Q8N2G8|GHDC_HUMAN"	"HUMAN"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"sp|Q8N2M8|CLASR_HUMAN"	"HUMAN"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"sp|Q8N335|GPD1L_HUMAN"	"HUMAN"	0	0	0	0	22359488	0	0	0	19333208	0	21395624	18472484	0	0	22142808	20666702	0	0	21223330	26883774	0	0	23596010	18318306
"sp|Q8N357|S35F6_HUMAN"	"HUMAN"	14952634	14381561	11131440	0	11124805	15985784	17015370	0	14809621	15993449	0	7772777.5	10066958	8767565	9217198	0	10191160	0	0	0	11951510	7958093.5	0	0
"sp|Q8N392|RHG18_HUMAN"	"HUMAN"	31117936	12226250	31502326	11703090	36452616	28799396	53104324	58411520	10952687	17759030	35575496	62909708	32781216	33185188	78387280	48727436	11034905	47353452	25714832	28638134	53557292	62908110	51567676	17483180
"sp|Q8N3C0|ASCC3_HUMAN"	"HUMAN"	140242740	88369680	67443350	80563360	102467540	140623970	297224420	22731722	46440550	76179940	90398184	196580930	1156267900	71563980	128499760	62226310	1329497700	129701130	132603520	53380384	1353883100	133904880	144033620	39412236
"sp|Q8N3D4|EH1L1_HUMAN"	"HUMAN"	7121355	3845973.5	11308319	16994306	3351151.5	10238828	33120728	17950622	11161991	19394930	13948774	18781412	0	4229727	35254052	19913066	6386693	15025922	12265319	17258164	8392892	13741080	12686987	0
"sp|Q8N3J3|HROB_HUMAN"	"HUMAN"	0	0	0	0	24242186	0	0	0	0	0	0	0	0	7434775.5	2444614.5	0	0	0	0	0	14334970	0	0	0
"sp|Q8N3P4|VPS8_HUMAN"	"HUMAN"	0	0	16882308	13995929	0	0	16495207	0	0	0	10409051	6395839.5	0	0	0	15423298	0	0	0	0	0	0	0	0
"sp|Q8N3U4|STAG2_HUMAN"	"HUMAN"	498997440	457558000	506803600	479235840	431368860	463094200	564455500	372715840	374098800	342861470	486141760	402331230	506139600	304497200	523910100	549724200	449002240	375572640	296940580	268829980	457365250	591854600	676334340	525802200
"sp|Q8N3X1|FNBP4_HUMAN"	"HUMAN"	108380616	154553490	88876030	28857344	91548050	182506430	86469920	28588162	210291170	149813950	34535572	118130020	194889580	151154350	119132510	42165256	68065580	88133940	37722324	72177896	46920980	111958550	51766370	61852736
"sp|Q8N3Z6|ZCHC7_HUMAN"	"HUMAN"	0	0	0	0	0	0	0	0	0	0	0	0	12238524	10784745	0	0	6744218.5	0	0	0	0	0	0	0
"sp|Q8N442|GUF1_HUMAN"	"HUMAN"	69248600	76954300	63174544	52519550	49089880	64575576	80965390	60094828	45459628	57292070	53411200	49849410	61851684	58199256	50398480	48350090	55971356	50521252	56442116	55350630	71593590	56585172	48140184	59782904
"sp|Q8N488|RYBP_HUMAN"	"HUMAN"	0	0	0	0	0	0	6239575.5	3580554.2	4595857	4938602	0	0	0	0	5009455	0	0	5719543.5	0	4013774.2	3865475.2	5122305	3612547	0
"sp|Q8N490|PNKD_HUMAN"	"HUMAN"	0	0	0	0	0	0	0	28645708	0	0	0	0	0	0	0	0	0	0	0	25877446	0	0	34526180	0
"sp|Q8N4H5|TOM5_HUMAN"	"HUMAN"	457900220	509594050	421115140	389538000	478782340	445074980	581277300	375095230	435085820	406207400	427630100	284316350	341585900	332511070	406468400	310660380	341648500	149600940	294453730	289862500	432589470	300613100	291169440	319080320
"sp|Q8N4J0|CARME_HUMAN"	"HUMAN"	7678262.5	0	9046647	0	0	0	0	0	0	0	11529257	0	0	0	9054476	0	0	0	0	10766454	0	0	0	0
"sp|Q8N4N3|KLH36_HUMAN"	"HUMAN"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"sp|Q8N4P3|MESH1_HUMAN"	"HUMAN"	46521176	99386940	77428190	46375764	45924556	39232450	50037068	39728868	105949560	37877984	39523900	43947140	40700296	43436644	39981228	38071700	39156690	44314844	40632256	53078860	51700976	39753716	48878130	47860276
"sp|Q8N4Q0|PTGR3_HUMAN"	"HUMAN"	423853150	350765150	340168700	0	221272690	678572900	0	120908360	0	508812740	449802050	246126460	242089950	475954660	182895860	196708940	2123878.8	412891700	310904700	165642990	0	272613700	254383740	0
"sp|Q8N4Q1|MIA40_HUMAN"	"HUMAN"	569867970	556489600	528868960	550479100	531900000	524174700	640795200	435205340	567445500	516646080	472701860	553355260	426772260	559984500	551879500	549932860	598381200	548358900	488116480	563784800	565501900	516711360	541137700	587904060
"sp|Q8N4T0|CBPA6_HUMAN"	"HUMAN"	0	0	0	0	13954552	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"sp|Q8N543|OGFD1_HUMAN"	"HUMAN"	552087040	373200400	374042880	253685330	347149000	358972130	552985660	310906850	285374180	348094530	360291740	159335600	273068700	438500670	324408500	498213060	399592030	336851360	309536260	256508210	314517700	511671260	517278880	417511360
"sp|Q8N567|ZCHC9_HUMAN"	"HUMAN"	0	0	0	0	19825926	0	0	0	22097658	0	0	0	29651824	0	0	13710698	0	0	0	0	0	0	0	0
"sp|Q8N573|OXR1_HUMAN"	"HUMAN"	0	0	0	0	3541493.8	0	0	0	0	0	0	0	0	0	1759185	0	2405392	0	0	0	0	0	0	0
"sp|Q8N5A5|ZGPAT_HUMAN"	"HUMAN"	0	0	8378483.5	0	66004150	0	1039681.5	0	0	12309899	1759963.5	4636240.5	25754252	2521065.8	29565612	3686669.8	4690017	0	0	0	0	0	2559949	5375212
"sp|Q8N5C7|DTWD1_HUMAN"	"HUMAN"	11538854	12649532	11859804	13350947	27636368	0	8773435	0	0	32015272	12841624	0	21503356	0	9554862	13814025	11406620	0	21784568	0	7574269.5	5624618	14575348	15022274
"sp|Q8N5F7|NKAP_HUMAN"	"HUMAN"	6922617	0	0	9659355	0	12569071	0	7041000.5	17461522	8539163	12534449	0	11497188	21652176	17280624	9575040	16036004	23265172	0	27264166	25636658	28843548	19211846	20894902
"sp|Q8N5G0|SIM20_HUMAN"	"HUMAN"	0	0	0	0	0	0	18527420	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"sp|Q8N5I9|NOPC1_HUMAN"	"HUMAN"	30630850	37340250	28464342	54546476	29873422	29323516	32194636	34122156	34606532	31744572	34708124	0	41030304	85369900	111333890	31860068	56385456	44436764	34668100	35364250	38808396	86254270	58948620	34095424
"sp|Q8N5K1|CISD2_HUMAN"	"HUMAN"	0	0	0	0	0	0	17155290	0	0	21156822	8839338	0	30553104	26593002	30398508	9063761	29360456	3452611.2	0	0	0	22112004	0	0
"sp|Q8N5L8|RP25L_HUMAN"	"HUMAN"	0	25323430	0	0	27698680	16200927	27637516	0	0	23280910	0	1889479.1	53123000	41180050	39398424	23688156	48612504	19448128	20898664	6122606	35454100	0	23516254	0
